date,county,state,federal_process_cd,cumulative_cases,cumulative_death
7/22/2020,Honolulu,Hawaii,15003,1117,18
7/22/2020,Kauai,Hawaii,15007,43,0
7/22/2020,Maui,Hawaii,15009,139,6
7/23/2020,Hawaii,Hawaii,15001,117,0
7/23/2020,Honolulu,Hawaii,15003,1167,19
7/23/2020,Kauai,Hawaii,15007,43,0
7/23/2020,Maui,Hawaii,15009,141,6
7/24/2020,Hawaii,Hawaii,15001,117,0
7/24/2020,Honolulu,Hawaii,15003,1225,19
7/24/2020,Kauai,Hawaii,15007,43,0
7/24/2020,Maui,Hawaii,15009,141,6
7/25/2020,Hawaii,Hawaii,15001,117,0
7/25/2020,Honolulu,Hawaii,15003,1291,19
7/25/2020,Kauai,Hawaii,15007,43,0
7/25/2020,Maui,Hawaii,15009,146,6
7/26/2020,Hawaii,Hawaii,15001,117,0
7/26/2020,Honolulu,Hawaii,15003,1345,19
7/26/2020,Kauai,Hawaii,15007,45,0
7/26/2020,Maui,Hawaii,15009,153,6
7/27/2020,Hawaii,Hawaii,15001,117,0
7/27/2020,Honolulu,Hawaii,15003,1373,19
7/27/2020,Kauai,Hawaii,15007,45,0
7/27/2020,Maui,Hawaii,15009,153,6
7/28/2020,Hawaii,Hawaii,15001,116,0
7/28/2020,Honolulu,Hawaii,15003,1419,19
7/28/2020,Kauai,Hawaii,15007,45,0
7/28/2020,Maui,Hawaii,15009,154,6
7/29/2020,Hawaii,Hawaii,15001,116,0
7/29/2020,Honolulu,Hawaii,15003,1516,19
7/29/2020,Kauai,Hawaii,15007,47,0
7/29/2020,Maui,Hawaii,15009,163,6
7/30/2020,Hawaii,Hawaii,15001,115,0
7/30/2020,Honolulu,Hawaii,15003,1637,19
7/30/2020,Kauai,Hawaii,15007,47,0
7/30/2020,Maui,Hawaii,15009,167,6
7/31/2020,Hawaii,Hawaii,15001,115,0
7/31/2020,Honolulu,Hawaii,15003,1755,19
7/31/2020,Kauai,Hawaii,15007,47,0
7/31/2020,Maui,Hawaii,15009,171,6
8/1/2020,Hawaii,Hawaii,15001,115,0
8/1/2020,Honolulu,Hawaii,15003,1842,19
8/1/2020,Kauai,Hawaii,15007,47,0
8/1/2020,Maui,Hawaii,15009,170,6
8/2/2020,Hawaii,Hawaii,15001,115,0
8/2/2020,Honolulu,Hawaii,15003,1886,19
8/2/2020,Kauai,Hawaii,15007,47,0
8/2/2020,Maui,Hawaii,15009,171,6
8/3/2020,Hawaii,Hawaii,15001,117,0
8/3/2020,Honolulu,Hawaii,15003,2083,19
8/3/2020,Kauai,Hawaii,15007,47,0
8/3/2020,Maui,Hawaii,15009,178,6
8/4/2020,Hawaii,Hawaii,15001,122,0
8/4/2020,Honolulu,Hawaii,15003,2221,20
8/4/2020,Kauai,Hawaii,15007,47,0
8/4/2020,Maui,Hawaii,15009,178,6
8/5/2020,Hawaii,Hawaii,15001,122,0
8/5/2020,Honolulu,Hawaii,15003,2394,20
8/5/2020,Kauai,Hawaii,15007,47,0
8/5/2020,Maui,Hawaii,15009,177,6
8/6/2020,Hawaii,Hawaii,15001,123,0
8/6/2020,Honolulu,Hawaii,15003,2541,22
8/6/2020,Kauai,Hawaii,15007,47,0
8/6/2020,Maui,Hawaii,15009,180,6
8/7/2020,Hawaii,Hawaii,15001,123,0
8/7/2020,Honolulu,Hawaii,15003,2741,24
8/7/2020,Kauai,Hawaii,15007,47,0
8/7/2020,Maui,Hawaii,15009,181,6
8/8/2020,Hawaii,Hawaii,15001,128,0
8/8/2020,Honolulu,Hawaii,15003,2964,24
8/8/2020,Kauai,Hawaii,15007,47,0
8/8/2020,Maui,Hawaii,15009,184,6
8/9/2020,Hawaii,Hawaii,15001,131,0
8/9/2020,Honolulu,Hawaii,15003,3111,24
8/9/2020,Kauai,Hawaii,15007,48,0
8/9/2020,Maui,Hawaii,15009,185,6
8/10/2020,Hawaii,Hawaii,15001,131,0
8/10/2020,Honolulu,Hawaii,15003,3249,27
8/10/2020,Kauai,Hawaii,15007,49,0
8/10/2020,Maui,Hawaii,15009,186,6
8/11/2020,Hawaii,Hawaii,15001,133,0
8/11/2020,Honolulu,Hawaii,15003,3361,27
8/11/2020,Kauai,Hawaii,15007,49,0
8/11/2020,Maui,Hawaii,15009,190,6
8/11/2020,Unknown,Hawaii,,0,2
8/12/2020,Hawaii,Hawaii,15001,135,0
8/12/2020,Honolulu,Hawaii,15003,3558,31
8/12/2020,Kauai,Hawaii,15007,51,0
8/12/2020,Maui,Hawaii,15009,191,6
8/13/2020,Hawaii,Hawaii,15001,139,0
8/13/2020,Honolulu,Hawaii,15003,3900,33
8/13/2020,Kauai,Hawaii,15007,52,0
8/13/2020,Maui,Hawaii,15009,198,6
8/14/2020,Hawaii,Hawaii,15001,144,0
8/14/2020,Honolulu,Hawaii,15003,4117,33
8/14/2020,Kauai,Hawaii,15007,53,0
8/14/2020,Maui,Hawaii,15009,206,6
8/15/2020,Hawaii,Hawaii,15001,145,0
8/15/2020,Honolulu,Hawaii,15003,4390,33
8/15/2020,Kauai,Hawaii,15007,54,0
8/15/2020,Maui,Hawaii,15009,213,6
8/16/2020,Hawaii,Hawaii,15001,148,0
8/16/2020,Honolulu,Hawaii,15003,4591,33
8/16/2020,Kauai,Hawaii,15007,54,0
8/16/2020,Maui,Hawaii,15009,226,6
8/17/2020,Hawaii,Hawaii,15001,149,0
8/17/2020,Honolulu,Hawaii,15003,4754,33
8/17/2020,Kauai,Hawaii,15007,54,0
8/17/2020,Maui,Hawaii,15009,235,6
8/18/2020,Hawaii,Hawaii,15001,152,0
8/18/2020,Honolulu,Hawaii,15003,4878,34
8/18/2020,Kauai,Hawaii,15007,54,0
8/18/2020,Maui,Hawaii,15009,242,6
8/19/2020,Hawaii,Hawaii,15001,159,0
8/19/2020,Honolulu,Hawaii,15003,5111,35
8/19/2020,Kauai,Hawaii,15007,54,0
8/19/2020,Maui,Hawaii,15009,262,6
8/20/2020,Hawaii,Hawaii,15001,164,0
8/20/2020,Honolulu,Hawaii,15003,5340,37
8/20/2020,Kauai,Hawaii,15007,54,0
8/20/2020,Maui,Hawaii,15009,263,7
8/21/2020,Hawaii,Hawaii,15001,177,0
8/21/2020,Honolulu,Hawaii,15003,5547,38
8/21/2020,Kauai,Hawaii,15007,56,0
8/21/2020,Maui,Hawaii,15009,269,7
8/22/2020,Hawaii,Hawaii,15001,192,0
8/22/2020,Honolulu,Hawaii,15003,5806,39
8/22/2020,Kauai,Hawaii,15007,56,0
8/22/2020,Maui,Hawaii,15009,279,7
8/23/2020,Hawaii,Hawaii,15001,200,0
8/23/2020,Honolulu,Hawaii,15003,6031,39
8/23/2020,Kauai,Hawaii,15007,56,0
8/23/2020,Maui,Hawaii,15009,290,7
8/24/2020,Hawaii,Hawaii,15001,209,0
8/24/2020,Honolulu,Hawaii,15003,6181,41
8/24/2020,Kauai,Hawaii,15007,56,0
8/24/2020,Maui,Hawaii,15009,300,7
8/25/2020,Hawaii,Hawaii,15001,220,0
8/25/2020,Honolulu,Hawaii,15003,6382,41
8/25/2020,Kauai,Hawaii,15007,56,0
8/25/2020,Maui,Hawaii,15009,303,7
8/26/2020,Hawaii,Hawaii,15001,243,0
8/26/2020,Honolulu,Hawaii,15003,6626,43
8/26/2020,Kauai,Hawaii,15007,56,0
8/26/2020,Maui,Hawaii,15009,311,7
8/27/2020,Hawaii,Hawaii,15001,253,0
8/27/2020,Honolulu,Hawaii,15003,6915,47
8/27/2020,Kauai,Hawaii,15007,56,0
8/27/2020,Maui,Hawaii,15009,318,7
8/28/2020,Hawaii,Hawaii,15001,279,0
8/28/2020,Honolulu,Hawaii,15003,7147,50
8/28/2020,Kauai,Hawaii,15007,56,0
8/28/2020,Maui,Hawaii,15009,324,8
8/29/2020,Hawaii,Hawaii,15001,318,0
8/29/2020,Honolulu,Hawaii,15003,7410,53
8/29/2020,Kauai,Hawaii,15007,57,0
8/29/2020,Maui,Hawaii,15009,330,8
8/30/2020,Hawaii,Hawaii,15001,340,0
8/30/2020,Honolulu,Hawaii,15003,7584,54
8/30/2020,Kauai,Hawaii,15007,57,0
8/30/2020,Maui,Hawaii,15009,334,8
8/31/2020,Hawaii,Hawaii,15001,364,2
8/31/2020,Honolulu,Hawaii,15003,7691,59
8/31/2020,Kauai,Hawaii,15007,57,0
8/31/2020,Maui,Hawaii,15009,335,8
9/1/2020,Hawaii,Hawaii,15001,383,3
9/1/2020,Honolulu,Hawaii,15003,7848,62
9/1/2020,Kauai,Hawaii,15007,57,0
9/1/2020,Maui,Hawaii,15009,340,8
9/2/2020,Hawaii,Hawaii,15001,418,3
9/2/2020,Honolulu,Hawaii,15003,8149,63
9/2/2020,Kauai,Hawaii,15007,57,0
9/2/2020,Maui,Hawaii,15009,342,8
9/3/2020,Hawaii,Hawaii,15001,435,3
9/3/2020,Honolulu,Hawaii,15003,8339,67
9/3/2020,Kauai,Hawaii,15007,57,0
9/3/2020,Maui,Hawaii,15009,346,8
9/4/2020,Hawaii,Hawaii,15001,469,3
9/4/2020,Honolulu,Hawaii,15003,8575,69
9/4/2020,Kauai,Hawaii,15007,57,0
9/4/2020,Maui,Hawaii,15009,347,8
9/5/2020,Hawaii,Hawaii,15001,493,3
9/5/2020,Honolulu,Hawaii,15003,8765,72
9/5/2020,Kauai,Hawaii,15007,57,0
9/5/2020,Maui,Hawaii,15009,352,8
9/6/2020,Hawaii,Hawaii,15001,506,3
9/6/2020,Honolulu,Hawaii,15003,8911,73
9/6/2020,Kauai,Hawaii,15007,58,0
9/6/2020,Maui,Hawaii,15009,354,8
9/7/2020,Hawaii,Hawaii,15001,517,3
9/7/2020,Honolulu,Hawaii,15003,9000,74
9/7/2020,Kauai,Hawaii,15007,58,0
9/7/2020,Maui,Hawaii,15009,358,8
9/8/2020,Hawaii,Hawaii,15001,530,3
9/8/2020,Honolulu,Hawaii,15003,9114,75
9/8/2020,Kauai,Hawaii,15007,58,0
9/8/2020,Maui,Hawaii,15009,428,9
9/9/2020,Hawaii,Hawaii,15001,540,3
9/9/2020,Honolulu,Hawaii,15003,9202,78
9/9/2020,Kauai,Hawaii,15007,58,0
9/9/2020,Maui,Hawaii,15009,428,9
9/10/2020,Hawaii,Hawaii,15001,548,3
9/10/2020,Honolulu,Hawaii,15003,9360,81
9/10/2020,Kauai,Hawaii,15007,58,0
9/10/2020,Maui,Hawaii,15009,431,9
9/11/2020,Hawaii,Hawaii,15001,569,3
9/11/2020,Honolulu,Hawaii,15003,9503,83
9/11/2020,Kauai,Hawaii,15007,58,0
9/11/2020,Maui,Hawaii,15009,437,9
9/12/2020,Hawaii,Hawaii,15001,579,3
9/12/2020,Honolulu,Hawaii,15003,9616,84
9/12/2020,Kauai,Hawaii,15007,58,0
9/12/2020,Maui,Hawaii,15009,443,9
9/13/2020,Hawaii,Hawaii,15001,594,3
9/13/2020,Honolulu,Hawaii,15003,9711,86
9/13/2020,Kauai,Hawaii,15007,58,0
9/13/2020,Maui,Hawaii,15009,445,9
9/14/2020,Hawaii,Hawaii,15001,601,3
9/14/2020,Honolulu,Hawaii,15003,9780,86
9/14/2020,Kauai,Hawaii,15007,58,0
9/14/2020,Maui,Hawaii,15009,448,9
9/15/2020,Hawaii,Hawaii,15001,606,3
9/15/2020,Honolulu,Hawaii,15003,9839,87
9/15/2020,Kauai,Hawaii,15007,58,0
9/15/2020,Maui,Hawaii,15009,448,9
9/16/2020,Hawaii,Hawaii,15001,610,3
9/16/2020,Honolulu,Hawaii,15003,9936,90
9/16/2020,Kauai,Hawaii,15007,58,0
9/16/2020,Maui,Hawaii,15009,448,9
9/17/2020,Hawaii,Hawaii,15001,630,3
9/17/2020,Honolulu,Hawaii,15003,10072,94
9/17/2020,Kauai,Hawaii,15007,58,0
9/17/2020,Maui,Hawaii,15009,451,9
9/18/2020,Hawaii,Hawaii,15001,640,15
9/18/2020,Honolulu,Hawaii,15003,10177,95
9/18/2020,Kauai,Hawaii,15007,57,0
9/18/2020,Maui,Hawaii,15009,474,9
9/19/2020,Hawaii,Hawaii,15001,647,15
9/19/2020,Honolulu,Hawaii,15003,10276,95
9/19/2020,Kauai,Hawaii,15007,57,0
9/19/2020,Maui,Hawaii,15009,477,9
9/20/2020,Hawaii,Hawaii,15001,652,15
9/20/2020,Honolulu,Hawaii,15003,10347,95
9/20/2020,Kauai,Hawaii,15007,57,0
9/20/2020,Maui,Hawaii,15009,478,9
9/21/2020,Hawaii,Hawaii,15001,659,15
9/21/2020,Honolulu,Hawaii,15003,10396,95
9/21/2020,Kauai,Hawaii,15007,57,0
9/21/2020,Maui,Hawaii,15009,478,9
9/22/2020,Hawaii,Hawaii,15001,667,15
9/22/2020,Honolulu,Hawaii,15003,10451,95
9/22/2020,Kauai,Hawaii,15007,57,0
9/22/2020,Maui,Hawaii,15009,478,9
9/23/2020,Hawaii,Hawaii,15001,680,15
9/23/2020,Honolulu,Hawaii,15003,10604,97
9/23/2020,Kauai,Hawaii,15007,57,0
9/23/2020,Maui,Hawaii,15009,479,9
9/24/2020,Hawaii,Hawaii,15001,685,15
9/24/2020,Honolulu,Hawaii,15003,10685,99
9/24/2020,Kauai,Hawaii,15007,57,0
9/24/2020,Maui,Hawaii,15009,481,9
9/25/2020,Hawaii,Hawaii,15001,700,15
9/25/2020,Honolulu,Hawaii,15003,10791,102
9/25/2020,Kauai,Hawaii,15007,58,0
9/25/2020,Maui,Hawaii,15009,490,9
9/26/2020,Hawaii,Hawaii,15001,702,15
9/26/2020,Honolulu,Hawaii,15003,10915,106
9/26/2020,Kauai,Hawaii,15007,59,0
9/26/2020,Maui,Hawaii,15009,490,9
9/27/2020,Hawaii,Hawaii,15001,709,15
9/27/2020,Honolulu,Hawaii,15003,11006,107
9/27/2020,Kauai,Hawaii,15007,59,0
9/27/2020,Maui,Hawaii,15009,490,9
9/28/2020,Hawaii,Hawaii,15001,709,15
9/28/2020,Honolulu,Hawaii,15003,11093,107
9/28/2020,Kauai,Hawaii,15007,59,0
9/28/2020,Maui,Hawaii,15009,490,9
9/29/2020,Hawaii,Hawaii,15001,712,15
9/29/2020,Honolulu,Hawaii,15003,11173,109
9/29/2020,Kauai,Hawaii,15007,59,0
9/29/2020,Maui,Hawaii,15009,492,9
9/30/2020,Hawaii,Hawaii,15001,739,15
9/30/2020,Honolulu,Hawaii,15003,11264,111
9/30/2020,Kauai,Hawaii,15007,59,0
9/30/2020,Maui,Hawaii,15009,493,9
10/1/2020,Hawaii,Hawaii,15001,745,15
10/1/2020,Honolulu,Hawaii,15003,11363,114
10/1/2020,Kauai,Hawaii,15007,59,0
10/1/2020,Maui,Hawaii,15009,493,9
10/2/2020,Hawaii,Hawaii,15001,763,15
10/2/2020,Honolulu,Hawaii,15003,11435,117
10/2/2020,Kauai,Hawaii,15007,59,0
10/2/2020,Maui,Hawaii,15009,497,9
10/3/2020,Hawaii,Hawaii,15001,806,15
10/3/2020,Honolulu,Hawaii,15003,11522,128
10/3/2020,Kauai,Hawaii,15007,59,0
10/3/2020,Maui,Hawaii,15009,500,9
10/4/2020,Hawaii,Hawaii,15001,821,15
10/4/2020,Honolulu,Hawaii,15003,11575,128
10/4/2020,Kauai,Hawaii,15007,59,0
10/4/2020,Maui,Hawaii,15009,502,12
10/5/2020,Hawaii,Hawaii,15001,831,15
10/5/2020,Honolulu,Hawaii,15003,11616,129
10/5/2020,Kauai,Hawaii,15007,59,0
10/5/2020,Maui,Hawaii,15009,501,12
10/6/2020,Hawaii,Hawaii,15001,845,15
10/6/2020,Honolulu,Hawaii,15003,11683,132
10/6/2020,Kauai,Hawaii,15007,59,0
10/6/2020,Maui,Hawaii,15009,503,12
10/7/2020,Hawaii,Hawaii,15001,863,15
10/7/2020,Honolulu,Hawaii,15003,11772,135
10/7/2020,Kauai,Hawaii,15007,59,0
10/7/2020,Maui,Hawaii,15009,502,12
10/8/2020,Hawaii,Hawaii,15001,877,15
10/8/2020,Honolulu,Hawaii,15003,11858,136
10/8/2020,Kauai,Hawaii,15007,59,0
10/8/2020,Maui,Hawaii,15009,503,12
10/9/2020,Hawaii,Hawaii,15001,922,15
10/9/2020,Honolulu,Hawaii,15003,11968,138
10/9/2020,Kauai,Hawaii,15007,59,0
10/9/2020,Maui,Hawaii,15009,512,12
10/10/2020,Hawaii,Hawaii,15001,935,15
10/10/2020,Honolulu,Hawaii,15003,12026,140
10/10/2020,Kauai,Hawaii,15007,59,0
10/10/2020,Maui,Hawaii,15009,512,12
10/11/2020,Hawaii,Hawaii,15001,959,15
10/11/2020,Honolulu,Hawaii,15003,12103,141
10/11/2020,Kauai,Hawaii,15007,59,0
10/11/2020,Maui,Hawaii,15009,512,12
10/12/2020,Hawaii,Hawaii,15001,964,15
10/12/2020,Honolulu,Hawaii,15003,12140,141
10/12/2020,Kauai,Hawaii,15007,59,0
10/12/2020,Maui,Hawaii,15009,512,12
10/13/2020,Hawaii,Hawaii,15001,985,15
10/13/2020,Honolulu,Hawaii,15003,12169,144
10/13/2020,Kauai,Hawaii,15007,59,0
10/13/2020,Maui,Hawaii,15009,523,13
10/14/2020,Hawaii,Hawaii,15001,1003,18
10/14/2020,Honolulu,Hawaii,15003,12248,146
10/14/2020,Kauai,Hawaii,15007,59,0
10/14/2020,Maui,Hawaii,15009,524,18
10/15/2020,Hawaii,Hawaii,15001,1016,18
10/15/2020,Honolulu,Hawaii,15003,12321,147
10/15/2020,Kauai,Hawaii,15007,59,0
10/15/2020,Maui,Hawaii,15009,526,18
10/16/2020,Hawaii,Hawaii,15001,1037,18
10/16/2020,Honolulu,Hawaii,15003,12392,148
10/16/2020,Kauai,Hawaii,15007,59,0
10/16/2020,Maui,Hawaii,15009,519,18
10/17/2020,Hawaii,Hawaii,15001,1049,18
10/17/2020,Honolulu,Hawaii,15003,12473,149
10/17/2020,Kauai,Hawaii,15007,60,0
10/17/2020,Maui,Hawaii,15009,519,18
10/18/2020,Hawaii,Hawaii,15001,1063,18
10/18/2020,Honolulu,Hawaii,15003,12540,150
10/18/2020,Kauai,Hawaii,15007,61,0
10/18/2020,Maui,Hawaii,15009,519,18
10/19/2020,Hawaii,Hawaii,15001,1070,18
10/19/2020,Honolulu,Hawaii,15003,12569,150
10/19/2020,Kauai,Hawaii,15007,60,0
10/19/2020,Maui,Hawaii,15009,519,18
10/20/2020,Hawaii,Hawaii,15001,1094,18
10/20/2020,Honolulu,Hawaii,15003,12627,152
10/20/2020,Kauai,Hawaii,15007,60,0
10/20/2020,Maui,Hawaii,15009,521,18
10/21/2020,Hawaii,Hawaii,15001,1102,28
10/21/2020,Honolulu,Hawaii,15003,12692,156
10/21/2020,Kauai,Hawaii,15007,60,0
10/21/2020,Maui,Hawaii,15009,525,18
10/22/2020,Hawaii,Hawaii,15001,1131,28
10/22/2020,Honolulu,Hawaii,15003,12744,159
10/22/2020,Kauai,Hawaii,15007,60,0
10/22/2020,Maui,Hawaii,15009,543,18
10/23/2020,Hawaii,Hawaii,15001,1166,28
10/23/2020,Honolulu,Hawaii,15003,12809,162
10/23/2020,Kauai,Hawaii,15007,60,0
10/23/2020,Maui,Hawaii,15009,582,18
10/24/2020,Hawaii,Hawaii,15001,1182,28
10/24/2020,Honolulu,Hawaii,15003,12866,165
10/24/2020,Kauai,Hawaii,15007,60,0
10/24/2020,Maui,Hawaii,15009,598,18
10/25/2020,Hawaii,Hawaii,15001,1233,28
10/25/2020,Honolulu,Hawaii,15003,12914,165
10/25/2020,Kauai,Hawaii,15007,61,0
10/25/2020,Maui,Hawaii,15009,615,18
10/26/2020,Hawaii,Hawaii,15001,1242,28
10/26/2020,Honolulu,Hawaii,15003,12939,165
10/26/2020,Kauai,Hawaii,15007,62,0
10/26/2020,Maui,Hawaii,15009,615,18
10/27/2020,Hawaii,Hawaii,15001,1245,30
10/27/2020,Honolulu,Hawaii,15003,12988,166
10/27/2020,Kauai,Hawaii,15007,62,0
10/27/2020,Maui,Hawaii,15009,625,18
10/28/2020,Hawaii,Hawaii,15001,1250,30
10/28/2020,Honolulu,Hawaii,15003,13028,166
10/28/2020,Kauai,Hawaii,15007,63,0
10/28/2020,Maui,Hawaii,15009,634,16
10/29/2020,Hawaii,Hawaii,15001,1258,30
10/29/2020,Honolulu,Hawaii,15003,13088,168
10/29/2020,Kauai,Hawaii,15007,64,0
10/29/2020,Maui,Hawaii,15009,636,16
10/30/2020,Hawaii,Hawaii,15001,1270,31
10/30/2020,Honolulu,Hawaii,15003,13167,168
10/30/2020,Kauai,Hawaii,15007,64,0
10/30/2020,Maui,Hawaii,15009,644,16
10/31/2020,Hawaii,Hawaii,15001,1285,31
10/31/2020,Honolulu,Hawaii,15003,13213,170
10/31/2020,Kauai,Hawaii,15007,64,0
10/31/2020,Maui,Hawaii,15009,645,17
11/1/2020,Hawaii,Hawaii,15001,1311,31
11/1/2020,Honolulu,Hawaii,15003,13266,170
11/1/2020,Kauai,Hawaii,15007,65,0
11/1/2020,Maui,Hawaii,15009,645,17
11/2/2020,Hawaii,Hawaii,15001,1315,31
11/2/2020,Honolulu,Hawaii,15003,13330,170
11/2/2020,Kauai,Hawaii,15007,66,0
11/2/2020,Maui,Hawaii,15009,648,17
11/3/2020,Hawaii,Hawaii,15001,1322,31
11/3/2020,Honolulu,Hawaii,15003,13401,170
11/3/2020,Kauai,Hawaii,15007,67,0
11/3/2020,Maui,Hawaii,15009,651,17
11/4/2020,Hawaii,Hawaii,15001,1343,31
11/4/2020,Honolulu,Hawaii,15003,13525,170
11/4/2020,Kauai,Hawaii,15007,67,0
11/4/2020,Maui,Hawaii,15009,656,17
11/5/2020,Hawaii,Hawaii,15001,1367,31
11/5/2020,Honolulu,Hawaii,15003,13590,170
11/5/2020,Kauai,Hawaii,15007,68,0
11/5/2020,Maui,Hawaii,15009,658,17
11/6/2020,Hawaii,Hawaii,15001,1386,31
11/6/2020,Honolulu,Hawaii,15003,13682,170
11/6/2020,Kauai,Hawaii,15007,70,0
11/6/2020,Maui,Hawaii,15009,678,17
11/7/2020,Hawaii,Hawaii,15001,1397,31
11/7/2020,Honolulu,Hawaii,15003,13790,171
11/7/2020,Kauai,Hawaii,15007,72,0
11/7/2020,Maui,Hawaii,15009,680,17
11/8/2020,Hawaii,Hawaii,15001,1416,31
11/8/2020,Honolulu,Hawaii,15003,13896,172
11/8/2020,Kauai,Hawaii,15007,72,0
11/8/2020,Maui,Hawaii,15009,682,17
11/9/2020,Hawaii,Hawaii,15001,1420,31
11/9/2020,Honolulu,Hawaii,15003,13948,172
11/9/2020,Kauai,Hawaii,15007,74,0
11/9/2020,Maui,Hawaii,15009,682,17
11/10/2020,Hawaii,Hawaii,15001,1424,31
11/10/2020,Honolulu,Hawaii,15003,14010,173
11/10/2020,Kauai,Hawaii,15007,72,0
11/10/2020,Maui,Hawaii,15009,687,17
